gene_id,length,HSC_1,HSC_2,CMP_1,CMP_2,CFUE_1,CFUE_2,Eryth_1,Eryth_2
ENSMUSG00000097189,1094,0,0,0,0,0,0,0,0
ENSMUSG00000097190,517,0,0,0,0,0,0,0,0
ENSMUSG00000097191,1740,10,0,0,0,0,9,0,0
ENSMUSG00000097193,705,68,31,63,231,9,0,4,1
ENSMUSG00000097194,4388,31,42,5,2,0,22,19,34
ENSMUSG00000097195,747.81,1856.3,4466.54,2821,7234,2064,1284,136,172.17
ENSMUSG00000097196,839,0,0,0,0,0,0,0,0
ENSMUSG00000097197,1684,4,0,2,43,0,4,0,91.71
ENSMUSG00000097198,3711,0,0,0,0,0,0,0,0
ENSMUSG00000097199,620,0,0,0,0,0,0,0,0
ENSMUSG00000097201,1957,0,0,0,0,0,0,0,0
ENSMUSG00000097202,234,0,0,0,0,0,0,0,0
ENSMUSG00000097203,3038,0,0,0,0,0,0,0,0
ENSMUSG00000097204,3467,124,313,77,293,73,0,0,1
ENSMUSG00000097205,1528,0,0,0,0,0,0,0,20
ENSMUSG00000097206,2291,38,34,11,58,10,48,36.43,55.04
ENSMUSG00000097207,4299,18,37,63,123,60,20,1,16
ENSMUSG00000097208,971,0,64,6,2,26,0,2,0
ENSMUSG00000097209,2976,0,0,0,0,0,0,0,0
ENSMUSG00000097210,2508,53.16,27.69,78.72,109.41,112.73,7.41,11.7,0
ENSMUSG00000097211,1032.5,0,29,0,79,0,8,23,4
ENSMUSG00000097213,1874,0,0,0,0,3,0,13,17
ENSMUSG00000097214,859,0,0,0,0,0,0,0,0
ENSMUSG00000097215,1184,0,0,0,0,0,0,0,0
ENSMUSG00000097216,2395,0,0,34,55,0,0,0,0
ENSMUSG00000097217,1209,108,376,126,272,0,24,4,0
ENSMUSG00000097218,1181.5,0,0,0,0,0,0,0,0
ENSMUSG00000097219,2432,0,0,0,0,0,0,6,0
ENSMUSG00000097220,3189,0,0,0,0,0,0,0,0
ENSMUSG00000097221,462,1,0,0,12,0,0,0,0
ENSMUSG00000097222,1347.5,0,0,0,0,0,0,0,0
ENSMUSG00000097223,585,77,5,0,44,0,0,0,8
ENSMUSG00000097224,415,0,0,0,0,0,0,4.78,2.88
ENSMUSG00000097225,1861.67,0,0,0,0,0,0,0,0
ENSMUSG00000097226,1256,0,0,0,0,0,0,0,0
ENSMUSG00000097228,1477,87,231,111,54,0,0,0,0
ENSMUSG00000097229,2439,11,52,87,25,0,0,0,0
ENSMUSG00000097230,4010,2075,2160,1509,4753,453,61,39,75
ENSMUSG00000097231,5751,0,41,11,8,0,0,0,1
ENSMUSG00000097232,705,0,0,0,0,0,0,0,0
ENSMUSG00000097233,3877,45,0,0,85,0,0,0,0
ENSMUSG00000097234,3270,43,33,12,67,16,38,50.06,42.18
ENSMUSG00000097235,1010,0,0,0,0,0,0,0,0
ENSMUSG00000097236,1028,50,34,10,80,72,0,2,0
ENSMUSG00000097237,2249,0,0,0,0,0,0,0,0
ENSMUSG00000097239,1898,37.01,5.22,448.34,85.88,0,0,0,0
ENSMUSG00000097240,3909,0,31,0,0,0,0,0,0
ENSMUSG00000097241,729,0,0,0,0,0,0,0,0
ENSMUSG00000097242,2317,15,108,2,4,0,26,7,0
ENSMUSG00000097243,1637,0,21,0,0,0,0,0,0
ENSMUSG00000097244,701,0,0,0,0,0,0,0,6
ENSMUSG00000097245,2354,6,24,66.04,119,2,14,1,0
ENSMUSG00000097246,3221,45,55,66,15,276,82,5,0
ENSMUSG00000097247,2341,0,0,0,0,0,0,0,0
ENSMUSG00000097248,1018.29,0,0,0,0,0,0,0,0
ENSMUSG00000097249,2252,0,0,0,0,0,0,0,0
ENSMUSG00000097250,1082,0,0,0,0,0,0,0,0
ENSMUSG00000097251,1787,46,26,0,12,0,0,0,0
ENSMUSG00000097252,1804,0,0,0,0,0,8,0,0
ENSMUSG00000097253,2239,0,0,0,26,0,17,44.56,16.91
ENSMUSG00000097254,1617,9,68,70,51,0,0,1,0
ENSMUSG00000097255,379,0,0,0,0,0,0,0,0
ENSMUSG00000097256,619,0,0,0,0,0,0,0,0
ENSMUSG00000097257,966,0,0,0,0,0,0,14.6,0
ENSMUSG00000097258,4476,38,18,0,151,0,0,24,60
ENSMUSG00000097259,3677,0,0,0,0,0,0,0,0
ENSMUSG00000097260,993,0,0,0,0,0,0,0,0
ENSMUSG00000097261,1457,47,80,0,314,0,9,0,1
ENSMUSG00000097262,1485,0,0,0,14,0,0,0,0
ENSMUSG00000097263,1017,139,195,302,453,0,37,24,54.23
ENSMUSG00000097264,379,0,0,0,0,0,0,0,0
ENSMUSG00000097265,2011,0,0,0,0,0,0,0,0
ENSMUSG00000097266,2144,52,55,0,108,0,0,0,0
ENSMUSG00000097267,1045,0,0,0,0,0,0,0,0
ENSMUSG00000097268,3089,42,57,3,0,0,20,0,0
ENSMUSG00000097271,1747,17,8,1,0,0,14,0,0
ENSMUSG00000097272,3196,4,0,0,8,0,6,55.05,141.9
ENSMUSG00000097274,2777,5,24,10,64,0,24,0,10
ENSMUSG00000097275,5831,17,0,93,126,3,16,72.24,113
ENSMUSG00000097276,2987,2,27,0,7,0,0,0,0
ENSMUSG00000097277,734.96,138.35,152,74,177,34,68,9,0
ENSMUSG00000097278,1181,0,0,0,0,0,0,0,0
ENSMUSG00000097279,1334,8,0,0,30,0,0,0,0
ENSMUSG00000097280,2658,0,0,0,0,0,0,0,0
ENSMUSG00000097281,2023,0,0,0,0,0,0,0,0
ENSMUSG00000097282,2481,0,0,0,0,0,0,0,0
ENSMUSG00000097283,3467,0,0,1,0,3,0,5,0
ENSMUSG00000097284,1722.51,189,286,119,432,0,34,25,82
ENSMUSG00000097285,470,0,0,0,0,0,0,6.14,0
ENSMUSG00000097286,1323,0,0,0,0,0,0,0,0
ENSMUSG00000097287,3711,188,277,99,283,0,0,8,0
ENSMUSG00000097288,1974,0,0,0,0,0,0,0,0
ENSMUSG00000097289,2493,1,0,0,0,0,0,0,0
ENSMUSG00000097290,1012.84,268,480,239,763,349,422,46,115
ENSMUSG00000097291,583.5,0,0,0,0,0,0,0,0
ENSMUSG00000097292,1919.5,0,26,0,0,0,0,0,0
ENSMUSG00000097293,1115,0,0,0,0,0,0,0,0
ENSMUSG00000097294,3683,4,0,0,0,0,0,0,0
ENSMUSG00000097295,626,96,55.77,42.36,47.34,126,71,8,2
ENSMUSG00000097296,690,93,27,25,126,0,0,0,15
ENSMUSG00000097298,531,0,0,0,0,0,0,0,0
ENSMUSG00000097299,256,0,0,0,0,0,0,0,0
ENSMUSG00000097300,3274,1,0,0,0,0,0,0,0
ENSMUSG00000097301,2200,0,48,0,0,0,0,0,0
ENSMUSG00000097302,722,0,0,0,0,0,0,0,0
ENSMUSG00000097303,856,21,25,44,41,5,0,0,0
ENSMUSG00000097304,375,10.4,6,2,1.47,0,0,0,0
ENSMUSG00000097305,2782,0,0,0,0,0,0,0,0
ENSMUSG00000097307,950,0,0,0,0,0,0,0,0
ENSMUSG00000097308,1105,4,0,0,0,0,12,2,8
ENSMUSG00000097309,2509,20,55,24,0,0,12,24,23
ENSMUSG00000097310,3415,5,2,0,100,0,0,0,0
ENSMUSG00000097311,603,0,0,0,0,0,0,0,0
ENSMUSG00000097312,1170,18,115,7,36,1408,1636,278.13,1022.33
ENSMUSG00000097313,1789,0,0,0,0,0,0,0,0
ENSMUSG00000097314,327,0,0,0,0,0,0,0,0
ENSMUSG00000097315,1594,0,0,0,0,0,0,0,0
ENSMUSG00000097316,1346.22,36,38,21,0,183,103,0,0
ENSMUSG00000097317,3589,0,0,0,0,0,0,0,0
ENSMUSG00000097318,737,38,30,30,62,0,0,5,2
ENSMUSG00000097320,1276,96,18,15,50,0,0,4,0
ENSMUSG00000097321,2034,10,28,11,4,106,128,0,2
ENSMUSG00000097322,1515.05,32,0,0,36,0,0,0,0
ENSMUSG00000097323,637,0,12,0,30,0,0,3,0
ENSMUSG00000097324,1514.67,0,0,0,0,0,0,0,0
ENSMUSG00000097325,2492,5,1,25,33,0,0,0,3
ENSMUSG00000097326,669,0,0,0,0,0,0,0,0
ENSMUSG00000097327,622.1,35,14,10,110,31,13,8,0
ENSMUSG00000097328,1435,24.32,104.09,0,2,1.31,0,2.83,9
ENSMUSG00000097329,1699,0,0,0,0,0,90,108,119
ENSMUSG00000097330,2930.47,9,19,1,13,0,0,0,0
ENSMUSG00000097331,2396,0,38,8,5,0,16,24,0
ENSMUSG00000097332,588,0,0,0,0,0,0,0,0
ENSMUSG00000097333,1269.87,479,1210,666,1786,108,194,62,81
ENSMUSG00000097334,684,43,121,29,95,1,0,13,0
ENSMUSG00000097335,1817.5,0,21,0,7,67,35,16.64,48.78
ENSMUSG00000097336,1960.67,0,0,0,0,0,0,0,0
ENSMUSG00000097337,2439,0,22,0,0,0,26,0,0
ENSMUSG00000097338,2551,0,0,0,0,0,0,0,0
ENSMUSG00000097339,1157,0,0,0,0,0,0,0,0
ENSMUSG00000097340,4429,20,90,26,320,0,0,12.07,6.46
ENSMUSG00000097342,497,0,0,0,0,0,0,0,0
ENSMUSG00000097343,1946.27,76,61,0,169,0,1,0,0
ENSMUSG00000097344,2771,0,0,0,0,0,0,0,0
ENSMUSG00000097345,1696,11,28,16,55,1,5,0,0
ENSMUSG00000097346,1073,188,226,265,743,4,131,3.96,35.75
ENSMUSG00000097347,2550,1243,5032,2613,5541,1023,2625,437.54,731.16
ENSMUSG00000097348,1095.69,0,0,0,0,0,0,0,0
ENSMUSG00000097349,543,0,0,0,0,0,0,0,0
ENSMUSG00000097350,3142,77,58,1,0,0,20,0,0
ENSMUSG00000097352,2211.52,198,149,173,523,92,52,15,4
ENSMUSG00000097353,1997,489,387,129,457,0,15,1,23
ENSMUSG00000097354,1280.48,388,533,68,675,24,5,18,58
ENSMUSG00000097355,548,0,0,0,0,0,0,0,0
ENSMUSG00000097356,2401,0,0,0,0,0,0,0,0
ENSMUSG00000097357,1611,0,10,0,70,1441,764,330,725
ENSMUSG00000097358,2868,31,0,0,21,0,10,8,0
ENSMUSG00000097360,1082,11,0,0,0,0,0,0,0
ENSMUSG00000097361,1411,0,0,0,0,0,0,0,0
ENSMUSG00000097362,2763,0,0,0,0,0,0,0,0
ENSMUSG00000097363,1418,0,0,0,0,0,0,0,0
ENSMUSG00000097364,3220,0,0,0,0,6,0,0,0
ENSMUSG00000097365,3005.55,595,579,348,1060,0,0,7,1
ENSMUSG00000097366,1336,0,0,2,2.01,0,0,0,1
ENSMUSG00000097367,1378,2,38,18,161,0,19,88.86,103
ENSMUSG00000097368,4269,1,7,1,35,2,9,10,0
ENSMUSG00000097369,1746,0,22,0,1,0,0,0,0
ENSMUSG00000097370,725,0,0,0,0,0,0,0,0
ENSMUSG00000097371,950,0,0,0,0,0,0,0,0
ENSMUSG00000097372,2387,0,0,0,0,0,0,0,26
ENSMUSG00000097373,633,0,0,0,0,0,0,6,1
ENSMUSG00000097374,1817,0,6,0,0,0,0,0,0
ENSMUSG00000097375,2300,2571,3462,1653,4017,1683,953,12,97
ENSMUSG00000097376,812,0,0,0,0,0,0,0,0
ENSMUSG00000097377,2320,9,0,0,0,0,0,0,0
ENSMUSG00000097378,1060,50,71,0,151,19,10,26,47
ENSMUSG00000097379,2368,23,1,46,0,0,0,2,1
ENSMUSG00000097380,2448,1,0,9,2,0,38,0,23
ENSMUSG00000097381,1693.5,0,0,0,0,0,0,11.89,0
ENSMUSG00000097382,339,0,0,0,0,0,0,0,0
ENSMUSG00000097383,3027,0,38,2,0,0,0,0,0
ENSMUSG00000097384,3366,0,0,0,0,0,0,0,0
ENSMUSG00000097385,4149,66,33,12,107,0,0,0,28
ENSMUSG00000097386,1581,0,0,0,0,0,0,0,0
ENSMUSG00000097387,1553,0,0,0,10,0,0,0,0
ENSMUSG00000097388,1002,2.01,0,3.35,10.58,0,1,0,1.03
ENSMUSG00000097390,2914,2,0,0,13,0,0,9,0
ENSMUSG00000097391,2027.08,8,0,0,0,0,0,0,0
ENSMUSG00000097392,3798.8,530,871,514,1597,77,97,15,64
ENSMUSG00000097393,2563.33,0,0,0,0,0,0,0,9
ENSMUSG00000097396,320,0,0,0,0,0,0,0,0
ENSMUSG00000097397,1647,73,53,31,73,0,0,7,0
ENSMUSG00000097398,418.5,0,0,0,0,0,0,0,0
ENSMUSG00000097399,1777.67,0,0,0,0,0,0,0,0
ENSMUSG00000097401,1731,0,0,0,0,0,0,0,0
ENSMUSG00000097402,1181,75,56,19,102,0,0,1,0
ENSMUSG00000097403,2189.32,319,481,38,392,49,56,0,0
ENSMUSG00000097404,1933,27,1,0,0,0,17,0,0
ENSMUSG00000097405,2964,0,0,0,0,543,220,51.04,76.62
ENSMUSG00000097406,440,0,0,0,0,0,0,0,0
ENSMUSG00000097407,1859,22,58,0,0,0,0,0,0
ENSMUSG00000097408,1380,0,0,0,0,0,0,0,0
ENSMUSG00000097409,1282,0,0,0,0,0,0,0,0
ENSMUSG00000097410,3635,9,1,12,17,11,2,0,0
ENSMUSG00000097411,1495,7,0,1,47,0,0,0,0
ENSMUSG00000097412,1661,246.36,466,133,594,0,30,9.18,58.65
ENSMUSG00000097413,1130,0,0,0,0,0,0,0,0
ENSMUSG00000097414,2216,0,0,0,26,0,19,3.05,14
ENSMUSG00000097415,656,204,417,141,787,0,49,5,1
ENSMUSG00000097416,3287,28,41,23,91,0,27,2,0
ENSMUSG00000097417,1808,6,2,0,61,0,14,17.35,89.09
ENSMUSG00000097418,1264,191,484,55,130,0,0,0,0
ENSMUSG00000097419,2461,0,0,0,0,0,0,0,0
ENSMUSG00000097420,1713.5,0,0,0,9.5,0,0.5,0,0
ENSMUSG00000097421,502,0,0,0,0,0,0,0,0
ENSMUSG00000097422,2215,1,3,0,0,0,0,0,0
ENSMUSG00000097423,1555,0,35,1,1,0,49,8,0
ENSMUSG00000097424,791,0,0,0,0,0,0,0,0
ENSMUSG00000097425,984,0,0,0,0,0,0,0,0
ENSMUSG00000097426,899,0,0,0,0,0,8,41,74
ENSMUSG00000097427,1215.5,0,0,0,0,0,0,0,0
ENSMUSG00000097428,2579,2,0,0,0,0,0,0,0
ENSMUSG00000097429,1423,10,2,15,22,0,0,0,0
ENSMUSG00000097430,1973.33,0,0,0,0,0,0,0,0
ENSMUSG00000097431,1927.05,360,560,291,538,69,5,20,19
ENSMUSG00000097432,3485,16,38,33,73,106,210,111.08,129.94
ENSMUSG00000097433,1477,0,0,0,0,2,17,4,14
ENSMUSG00000097434,3970,7,0,0,0,0,0,0,0
ENSMUSG00000097435,2377,0,0,0,0,0,0,0,0
ENSMUSG00000097437,663,0,0,0,0,0,0,4,0
ENSMUSG00000097438,410,0,0,0,0,0,0,0,0
ENSMUSG00000097439,2077,3,5,1,19,3,8,4,0
ENSMUSG00000097440,1745,17,0,0,0,0,0,0,0
ENSMUSG00000097441,3256,0,0,0,0,0,0,0,0
ENSMUSG00000097442,1400,0,0,0,0,0,0,0,9
ENSMUSG00000097443,3087,0,0,0,3,0,0,11.39,26
ENSMUSG00000097444,1466,15,14,0,28,0,0,7,0
ENSMUSG00000097445,2505,0,39,0,1,0,27,3.36,0
ENSMUSG00000097446,2276,0,0,0,0,0,0,0,0
ENSMUSG00000097447,1180,0,0,0,0,0,0,0,0
ENSMUSG00000097448,1617,0,0,0,0,0,0,0,0
ENSMUSG00000097450,1181.5,0,0,0,0,0,0,0,0
ENSMUSG00000097451,1797.84,252,29,0,0,0,0,0,0
ENSMUSG00000097452,2770,0,0,0,0,0,0,0,0
ENSMUSG00000097453,1134,0,0,0,0,0,0,0,0
ENSMUSG00000097454,1636,0,0,0,0,3,28,7,0
ENSMUSG00000097455,2599,0,0,4,0,0,0,0,0
ENSMUSG00000097456,1296.5,0,0,0,0,0,0,0,0
ENSMUSG00000097457,990,3,133,6,22,0,52,0,105.08
ENSMUSG00000097458,1760,0,0,1,0,0,0,0,0
ENSMUSG00000097459,619,0,0,0,10,0,0,0,0
ENSMUSG00000097460,1594,39,69,21,126,0,0,0,21
ENSMUSG00000097461,2649,146,314,133,688,0,34,35.64,12.7
ENSMUSG00000097462,995,23,36,0,0,0,0,0,0
ENSMUSG00000097463,1583,0,0,0,0,0,0,0,0
ENSMUSG00000097464,1236,48,27,0,0,0,0,0,0
ENSMUSG00000097465,1210,7,0,0,0,0,3,7,0
ENSMUSG00000097466,641,10,0,0,0,0,0,0,0
ENSMUSG00000097467,2138,7,23,32,75,151,96,2.18,0
ENSMUSG00000097468,1020,0,13,0,7,0,22,3,0
ENSMUSG00000097469,2046,0,32,6,81,0,34,9.31,21.13
ENSMUSG00000097470,989,0,0,1,0,0,0,0,0
ENSMUSG00000097471,2053.31,312,282,76,559,55,8,20,16
ENSMUSG00000097472,1745,2,4,0,0,0,0,0,1
ENSMUSG00000097473,630,0,0,1,0,0,0,0,0
ENSMUSG00000097474,3216,0,0,0,0,0,0,0,0
ENSMUSG00000097476,3684,17,175,17,9,0,0,0,0
ENSMUSG00000097479,3135,69,213,60,330,3,2,27.36,12.25
ENSMUSG00000097480,964,0,0,0,0,0,0,0,0
ENSMUSG00000097481,1069,0,0,0,0,0,0,0,0
ENSMUSG00000097482,664.33,0,0,0,0,0,0,0,0
ENSMUSG00000097483,1094,0,0,0,0,0,0,0,0
ENSMUSG00000097484,4363,0,0,0,0,0,0,0,0
ENSMUSG00000097486,983,0,0,0,0,0,0,0,0
ENSMUSG00000097487,853,9,0,0,0,0,0,8,0
ENSMUSG00000097488,2664,1,10,3,60,0,0,44.05,84.37
ENSMUSG00000097489,411,0,0,0,0,0,0,0,0
ENSMUSG00000097491,3982,0,0,0,0,0,0,0,0
ENSMUSG00000097493,3513.26,422,837,428,1138,0,0,1,6
ENSMUSG00000097494,1525.64,55,60,11,24,0,0,0,0
ENSMUSG00000097495,2325,0,0,0,0,0,0,0,0
ENSMUSG00000097496,1214,0,0,0,0,0,0,0,0
ENSMUSG00000097497,373,20,35,53,168,0,45,0,0
ENSMUSG00000097500,652,0,0,0,0,0,0,0,0
ENSMUSG00000097501,1196,11,0,0,27,0,20,0,1
ENSMUSG00000097502,1289,0,0,0,0,0,0,0,35
ENSMUSG00000097503,1046,14,3,0,36,0,10,0,0
ENSMUSG00000097504,1195,0,0,0,0,0,0,0,0
ENSMUSG00000097505,1310,15,24,34,47,0,0,0,0
ENSMUSG00000097507,3498,0,0,0,28,0,27,18,78
ENSMUSG00000097509,1569,45,121,0,101,332,50,21.28,7.13
ENSMUSG00000097511,2174,1,0,0,4.5,31,0,0.5,0
ENSMUSG00000097513,2848,16,0,0,0,0,0,0,0
ENSMUSG00000097514,1449,13,32,59,41,0,0,0,0
ENSMUSG00000097515,962,25,35,32,0,0,0,0,0
ENSMUSG00000097516,2127,0,0,0,0,0,0,0,0
ENSMUSG00000097517,1251,0,1,0,0,0,0,0,0.05
ENSMUSG00000097518,1902,1,2,21,22,0,0,9,1.03
ENSMUSG00000097519,2052,16,55,59,195,272,210,0,60
ENSMUSG00000097520,3246,0,0,0,0,0,0,0,0
ENSMUSG00000097522,673,0,0,0,0,0,0,0,0
ENSMUSG00000097523,709,0,5,0,18,0,0,0,0
ENSMUSG00000097524,4869,0,0,0,0,0,0,0,0
ENSMUSG00000097525,1350,0,0,0,0,0,0,0,0
ENSMUSG00000097526,2109,39,117,77,104,43,15,28.77,0
ENSMUSG00000097527,2215,0,26,0,0,0,0,0,0
ENSMUSG00000097529,353,0,0,0,0,0,0,0,0
ENSMUSG00000097530,1461,352.77,639.41,420.1,1405.42,535.93,238.89,0,14.48
ENSMUSG00000097531,2233,107,478,30,169,1702,746,331,356
ENSMUSG00000097532,2559,37.95,4.61,12,30.17,57,0,0,0
ENSMUSG00000097533,1277,17,79,0,131,0,12,12.3,0
ENSMUSG00000097534,1317,40,73,27,219,0,59,12,0
ENSMUSG00000097535,1730,0,0,0,0,0,0,0,0
ENSMUSG00000097536,2986.28,589,862,379,1286,351,396,52,35
ENSMUSG00000097537,2925,59,308,32,247,552,315,13.33,30.47
ENSMUSG00000097538,2261,0,0,0,0,0,0,0,0
ENSMUSG00000097539,621,0,0,0,0,0,0,0,0
ENSMUSG00000097540,973,0,0,0,0,0,0,0,0
ENSMUSG00000097541,1537,0,0,0,0,0,0,0,0
ENSMUSG00000097542,4245,11,54,2,52,0,0,5.01,0.84
ENSMUSG00000097543,3160,0,0,0,0,0,0,0,0
ENSMUSG00000097544,711,0,0,1,1,0,24,0,0
ENSMUSG00000097545,1478.5,0,0,0,0,0,0,0,0
ENSMUSG00000097546,1933,24,0,2,28,0,29,21.7,55.08
ENSMUSG00000097547,1096,0,0,0,0,0,0,0,0
ENSMUSG00000097548,2972,0,0,0,0,0,0,0,0
ENSMUSG00000097550,1215.5,0,0,0,0,0,0,0,0
ENSMUSG00000097551,1242,0,0,0,0,0,0,0,0
ENSMUSG00000097552,430,0,0,0,0,0,0,0,0
ENSMUSG00000097553,1616,0,22,0,0,0,0,0,0
ENSMUSG00000097554,2026,1400,4668,2245,9082,172,340,1210.26,1880.74
ENSMUSG00000097557,1142,11,0,0,0,0,0,0,0
ENSMUSG00000097558,2247.5,0,0,0,0,0,0,0,0
ENSMUSG00000097559,3832,10,50,0,46,0,5,19,0
ENSMUSG00000097560,1742,1,0,28,12,0,9,2.17,0
ENSMUSG00000097561,3237,9,0,15,61,54,0,0,0
ENSMUSG00000097562,519,0,0,0,0,0,0,0,0
ENSMUSG00000097563,1924,0,0,0,0,0,0,0,0
ENSMUSG00000097564,1678.33,0,8,17,42,0,0,13,5
ENSMUSG00000097565,1520,0,0,0,0,0,0,0,1
ENSMUSG00000097566,3955,0,18,0,0,0,0,0,0
ENSMUSG00000097567,2289,12,1,66,109,48,0,7.03,1
ENSMUSG00000097569,3526,39,176,40,49,0,6,0,4
ENSMUSG00000097571,1604.47,258,341,120,462,32,45,20,0
ENSMUSG00000097572,3589,14,15,0,19,0,0,0,1
ENSMUSG00000097573,2307.04,30,23,0,219,0,0,0,6
ENSMUSG00000097574,1444,38,46,52,40,0,0,1,7
ENSMUSG00000097575,2084,0,0,0,0,0,0,0,0
ENSMUSG00000097576,920,11,4,0,9,0,0,0,0
ENSMUSG00000097577,1554,28,83,0,51,0,19,16.85,1.04
ENSMUSG00000097578,2837,1,0,0,0,1,21,40,113
ENSMUSG00000097579,1361,15,42,35,41,0,6,6,0
ENSMUSG00000097580,1670,0,0,0,0,0,0,0,0
ENSMUSG00000097581,1833,0,0,0,0,0,0,0,0
ENSMUSG00000097582,1948,3,1,1,29,0,4,177.67,244.51
ENSMUSG00000097583,1032,101,140,103,221,36,98,8,88
ENSMUSG00000097584,861,1,0,0,0,0,0,0,0
ENSMUSG00000097585,1100,30,187,0,90,0,3,9,0
ENSMUSG00000097586,283,0,0,0,0,0,0,0,0
ENSMUSG00000097587,907,0,0,0,0,0,0,0,0
ENSMUSG00000097588,1919,20,2,47,83,821,463,48,28
ENSMUSG00000097589,1380.28,1363,3218,2098,4875,58222,32486,800.65,1268
ENSMUSG00000097590,1525,21,0,0,9,0,0,10.8,51.88
ENSMUSG00000097591,1919,0,0,0,0,7,1,87,104
ENSMUSG00000097592,1224,0,0,1,0,0,0,0,0
ENSMUSG00000097593,2226,0,0,0,0,0,0,2,0
ENSMUSG00000097594,1192,0,0,0,0,0,0,0,0
ENSMUSG00000097595,1067,0,0,0,0,0,0,0,0
ENSMUSG00000097596,3377,0,0,0,0,0,0,0,0
ENSMUSG00000097597,1491,13,0,9,0,0,0,0,0
ENSMUSG00000097598,1672,0,0,0,0,0,0,0,0
ENSMUSG00000097599,3025,0,0,0,0,0,0,0,0
ENSMUSG00000097601,2543,11,0,52,2,0,0,0,0
ENSMUSG00000097602,501,0,0,0,0,0,0,1,13
ENSMUSG00000097603,2041,0,0,0,0,0,13,52,16
ENSMUSG00000097604,2169,1,75,0,0,0,0,0,0
ENSMUSG00000097605,2986,16,35,9,80,11,4,25.43,0
ENSMUSG00000097608,984,0,0,0,0,0,0,0,0
ENSMUSG00000097609,3655,0,0,0,0,0,3,0,0
ENSMUSG00000097610,2364,0,31,0,0,0,0,0,0
ENSMUSG00000097612,948,0,0,0,0,0,0,0,0
ENSMUSG00000097613,1115,0,0,0,0,0,6,0,0
ENSMUSG00000097614,1516,10,0,2,6,0,0,0.33,0
ENSMUSG00000097615,2761,0,0,0,0,0,0,0,14
ENSMUSG00000097616,1499,129,310,128,323,0,32,9,0
ENSMUSG00000097617,1651,0,0,0,0,0,0,0,0
ENSMUSG00000097618,1410,0,0,0,0,0,0,0,0
ENSMUSG00000097619,2410,1,0,0,0,0,0,0,0
ENSMUSG00000097620,2115,0,0,0,37,0,8,0,0
ENSMUSG00000097621,2010,0,0,0,0,0,0,0,0
ENSMUSG00000097622,2309,0,0,0,0,0,0,0,0
ENSMUSG00000097623,2249.5,0,0,0,0,0,0,0,0
ENSMUSG00000097624,1179,0,0,0,0,0,0,0,0
ENSMUSG00000097625,1413,0,0,0,0,0,0,0,0
ENSMUSG00000097626,2156,2,27,0,0,0,0,0,0
ENSMUSG00000097627,1396,0,0,0,0,0,0,0,0
ENSMUSG00000097628,807,1,0,0,1,0,0,0,0
ENSMUSG00000097630,209,0,0,0,0,0,0,0,0
ENSMUSG00000097631,1573,0,0,0,0,0,0,0,0
ENSMUSG00000097632,2496,0,0,0,0,0,0,0,0
ENSMUSG00000097633,713,0,0,0,0,0,0,0,12
ENSMUSG00000097634,2037,29,152,27,305,19,16,15.59,0
ENSMUSG00000097635,1388,4,0,10,0,0,0,0,0
ENSMUSG00000097636,2852.3,790,621,133,362,1,76,41,46
ENSMUSG00000097637,1229,0,15,0,0,0,0,0,0
ENSMUSG00000097638,2574,0,0,0,0,0,0,0,0
ENSMUSG00000097639,986,0,0,0,0,0,0,0,0
ENSMUSG00000097640,539,0,0,0,0,0,3,2,15
ENSMUSG00000097641,3284,11,62,6,39,0,0,3,1
ENSMUSG00000097642,802,0,0,0,0,0,0,0,0
ENSMUSG00000097643,2618,30,82,0,111,0,0,0,0
ENSMUSG00000097644,2191,0,16,0,0,0,0,0,0
ENSMUSG00000097645,624,0,14,10,0,0,0,0,0
ENSMUSG00000097646,156,0,0,0,0,0,0,0,0
ENSMUSG00000097648,1009,0,0,0,0,0,0,0,0
ENSMUSG00000097649,1943,21,0,0,11,0,0,0,0
ENSMUSG00000097650,1653,0,0,0,0,0,0,0,0
ENSMUSG00000097651,780,0,0,0,0,0,0,0,0
ENSMUSG00000097652,637.5,0,0,0,0,0,0,0,0
ENSMUSG00000097653,2632,0,0,0,0,0,0,0,0
ENSMUSG00000097654,1655,5,0,0,0,0,0,0,0
ENSMUSG00000097655,505,0,0,0,0,0,0,0,0
ENSMUSG00000097656,217,0,0,0,0,0,0.47,12.33,22.23
ENSMUSG00000097657,2878,66.69,351.74,128.16,284.81,62.86,9.43,5.17,3.01
ENSMUSG00000097658,933,5,2,6,0,0,0,0,1.12
ENSMUSG00000097659,1095,0,0,0,0,0,0,0,0
ENSMUSG00000097660,5284,2,0,0,94,1,0,10.01,21.03
ENSMUSG00000097661,1093,0,0,0,0,0,0,0,0
ENSMUSG00000097662,3526,0,0,0,0,0,0,0,0
ENSMUSG00000097664,692,5,22,9,98,52,85,7.68,0
ENSMUSG00000097665,1986,2,0,0,2,0,0,0,0
ENSMUSG00000097666,1027,0,0,0,0,60,25,6,2
ENSMUSG00000097667,2596,1,0,1,1,0,1,0,3
ENSMUSG00000097668,1802,0,0,0,0,0,0,0,0
ENSMUSG00000097669,233,0,0,0,0,0,0,0,0
ENSMUSG00000097670,867,0,0,0,0,0,0,0,0
ENSMUSG00000097671,682,0,0,0,0,0,0,0,0
ENSMUSG00000097672,852,0,0,0,77,0,8,0,0
ENSMUSG00000097673,1954,8,0,0,0,0,0,0,0
